SITE DATA,,,,Identification,,,,,,,,,,,MEASUREMENTS,,,,,,,MISC SAMPLES,,,,,,,SWABS,,,,BLOOD,,,,,,,TEETH,,Notes,,ANESTHESIA,,,,,,Necropsy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNAlater (#),,,,PLAIN (#),,,,Aluminum (#),,,,,Teeth,,
Maromizaha,"CB, CR, AR, AFA",2/18/18,1,Rousettus madagascariensis,MIZ149,M14,N,,F,NL,N,N,,,60,11.6,71.4,32,13.6,4.3,5.1,Y,1,30,,4,5,4,0,1,1,,200,,100,2,2,Y,,N,mild,too small,Has engorged ticks I have never seen before. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/18/18,1,Rousettus madagascariensis,MIZ150,M15,N,,F,NL,N,N,,,50,11.7,73.4,30.3,14.9,6.2,7.2,Y,1,7,,2,5,0,0,1,1,,200,,100,2,2,Y,,N,mild,too small,Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/18/18,1,Rousettus madagascariensis,MIZ151,M16,N,,M,A,N,N,,,60,11,72.5,34.6,13.9,8.6,12.6,Y,1,27,,0,5,0,0,1,1,,200,,100,2,2,Y,,N,mild,too small,Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/18/18,1,Rousettus madagascariensis,MIZ152,M17,N,,F,NL,N,N,,,48,10.8,68.8,31.1,13.2,4.1,5.7,Y,1,12,,0,6,0,1,1,1,,150,,100,2,2,Y,,N,mild,too small,Back is bald...Mange? Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ153,M18,N,,M,J,Y,Y,baby,MIZ154,30,5.8,35.8,18.3,9.9,small,small,Y,1,16,,6,30,0,0,1,1,,0,,0,0,0,N,,N,new,too small,"Baby to MIZ154. Mom died in net. Processed and gave to surrogate mom, MIZ161 (she was not lactating but appeared old enough to be capable). Fed sugar water and released after processing",N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ154,dead,N,,F,L,N,Y,mom,MIZ153,50,10.2,71,34.2,16.1,6.8,7.2,Y,1,20,,0,0,0,0,1,1,,100,,100,2,2,Y,,Y(4),mild,too small,"Mom to MIZ153. died in net (AFA squahed it). Gave baby to surrogate mom, MIZ161. Performed necropsy",N,,,,,,Y,1,1,1,1,1,1,1,1,1,1,1,1,,4,"LLC, LRC, ULC, URC",
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ155,M19,N,,F,L,N,Y,mom,MIZ156,50,9.7,71,28.3,16.5,6.7,8.7,Y,1,7,,2,8,0,0,1,1,,150,,100,2,2,Y,,N,moderate,too small,Mom to MIZ156. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ156,M20,N,,F,J,Y,Y,baby,MIZ155,27,6.7,55,20.8,11.8,small,small,Y,1,4,,2,6,0,0,1,1,,100,,100,2,2,Y,,N,new,too small,Baby to MIZ155. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ157,M21,N,,F,L,N,Y,mom,MIZ158,45,11.2,71.2,29.9,15.4,5.8,7.1,Y,1,10,,0,7,0,0,1,1,,200,,100,2,2,Y,,N,moderate,too small,Mom to MIZ158. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ158,M22,N,,F,J,Y,Y,baby,MIZ157,25,7.4,52,22.2,10.6,small,small,Y,1,30,,2,30,0,0,1,1,,100,,50,2,2,Y,,N,new,too small,Baby to MIZ157. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ159,M23,N,,F,L,N,Y,mom,MIZ160,50,10.4,71.5,33.6,11.6,5.3,8.3,Y,1,8,,0,7,1,0,1,1,,200,,100,2,2,Y,,N,moderate,too small,Mom to MIZ160. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ160,M24,N,,F,J,Y,Y,baby,MIZ159,20,6.7,49.1,21.9,9.5,small,small,Y,1,4,,2,4,0,0,1,1,,50,,0,2,2,Y,,N,new,too small,Baby to MIZ159. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ161,M26,N,,F,NL,N,N,,,60,10.4,70.3,34.3,13.4,3,4.5,Y,1,16,,0,2,0,1,1,1,,200,,100,2,2,Y,,N,heavy,too small,Inherited baby MIZ153 whose mther died. Mammary glands not developed for lactation but teeth suggest of an age that should be capable. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ162,M25,N,,F,NL,N,N,,,45,10.3,73.7,36.7,16.3,8.6,9.2,Y,1,12,,0,2,0,0,1,1,,200,,100,2,2,Y,,N,mild,too small,Bit Cara. Washed with soap and water and povidone iodine. Fed sugar water and released after processing,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"CB, CR, AR, AFA",2/19/18,2,Rousettus madagascariensis,MIZ163,dead,N,,F,NL,N,N,,,30,8.2,54.6,22.9,12,small,small,Y,1,5,,0,11,0,0,1,1,,100,,50,0,0,N,,Y(4),mild,too small,"died overnight in pochon. Performed necropsy. Bat appears young, likely born last year and not yet developed reproductively",N,,,,,,Y,1,1,1,1,1,1,1,1,1,1,1,1,,4,"LLC, LRC, ULC, URC",
Ambakoana,"CB, CR, AR, AFA",2/23/18,2,Pteropus rufus,AMB122,442 Red R,N,,M,A,N,N,,,680,28,164,82.7,22.5,19.1,20,Y,1,0,,0,0,0,1,1,1,,500,,500,2,2,Y,,Y,heavy,99.6 (8:05); 98.5 (8:10); 98.5 (8:12),Took tooth under anesthesia. Fed sugar water and released after processing,Y,Y,0.03,0.5,5,"5 min extraction, not so hard",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/23/18,2,Pteropus rufus,AMB123,500 Red R,N,,M,A,N,N,,,750,26.8,174,71.6,19.4,11,16.3,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,moderate,99.9 (8:37); 98.8 (8:42); 98.1 (8:52); 97.7 (8:57),Took tooth under anesthesia. Fed sugar water and released after processing,Y,Y,0.03,0.5,20,Harder extraction. Had to put bat under 3 times. Out in 20 min. Bat likely pretty old,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/23/18,2,Pteropus rufus,AMB124,1333 Red L,N,,F,NL,Y,N,,,470,27.6,156,70.4,70.4,3.2,4.8,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,99.8 (9:15); 99.7 (9:18); 98.2 (9:27),very young. Likely young of the year though hard to tell. Tootk tooth. Fed sugar water and released after processing,Y,Y,0.03,0.5,4,Easy 4 min extraction (christian did it). Bat likely very young,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/24/18,3,Pteropus rufus,AMB125,1334 Red R,N,,M,A,N,N,,,540,24.9,168,77.7,20.4,14.4,16.9,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,moderate,98.2 (7:32); 98.3 (7:36); 97.5 (7:43); 97.2 (7:51),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,10,10 min extraction. Typical difficult but tooth was lodged deep. Put bat under twice,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/24/18,3,Pteropus rufus,AMB126,1335 Red R,N,,M,A,N,N,,,790,23.8,178,79.1,24,20.8,21.7,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,102.2 (7:57); 101.6 (8:03); 99.2 (8:12); 98.5 (8:16),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,10,10 min extraction. A bit hard but not too bad. Put bat under twice.,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/24/18,3,Pteropus rufus,AMB127,1336 Red L,N,,F,NL,Y,N,,,550,27.6,159,73.4,24.3,9.4,11.2,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,96.7 (8:20),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,3,"Easy extraction. Bat very young. Only put under once, tooth out in 3 minutes",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/25/18,4,Pteropus rufus,AMB128,1337 Red L,N,,F, NL,Y,N,,,390,21.9,144,69.04,21.2,small,small,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,new,100 (6:53); 98.4 (7:00),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture. Young of the year for sure. Teeth should show when the layer is set down,Y,Y,0.03,0.4,0.5,Super easy extraction because so young. 30 sec,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/25/18,4,Pteropus rufus,AMB129,1338 Red R,N,,M,A,maybe,N,,,580,24.8,167,78.8,21.6,8.4,10.4,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,98 (7:10); 98.4 (7:14); 98.4 (7:24),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture. Could be young of the year or 1 year old,Y,Y,0.03,0.5,2,Easy 2 min extraction. Bat very young,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/26/18,5,Pteropus rufus,AMB130,1339 Red L,N,,F,NL,N,N,,,565,23.9,168,75.2,26.3,7.1,11.5,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,moderate,100.6 (6:52); 99.7 (7:01); 97.4 (7:08); 97.6 (7:16); 96.9 (7:18),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,15,"Hard, 15 min extraction. Bat definitely not super young",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/27/18,6,Pteropus rufus,AMB131,1340 Red L,N,,F,NL,maybe,N,,,580,25.9,167,81.5,23.6,5.8,8.1,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,100.9 (6:54); 97.7 (7:03); 97.6 (7:09),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,2,"Easy 2 min extraction. Bat very young, could be yoy or 1 year old",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/28/18,7,Pteropus rufus,AMB132,1341 Red R,N,,M,A,N,N,,,685,26.4,168,79.5,25.2,19.95,20.3,Y,1,0,,0,0,0,0,1,1,,500,,500,2,2,Y,,Y,mild,100.7 (7:11); 99.4 (7:17); 97.7 (7:24),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,2,"Easy 2 min extraction. Bat pretty youn, 2-3 years old",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",2/28/18,7,Pteropus rufus,AMB133,1342 Red R,N,,M,J,Y,N,,,370,23.4,155,68,25.5,16.4,17.1,Y,1,0,,0,0,0,0,1,1,,400,,400,2,2,Y,,N,new  ,99.9 (7:32),Fed sugar water post-processing and again at dusk. Released in the evening following capture. Did not take tooth because pretty sure this is young of the year,N,,,,,,,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/1/18,8,Pteropus rufus,AMB134,1343 Red R,N,,M,A,N,N,,,730,21.2,168,77.9,27.6,20.3,22.7,Y,1,0,,0,0,0,0,1,1,,500,,500,0,1,Y,,Y,mild,100.1 (7:15); 97.5 (7:30),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,7,"Pretty easy, 7 min extraction",N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/1/18,8,Pteropus rufus,AMB135,1344 Red R,N,,M,A,N,N,,,770,26.1,178,69.3,22.7,18,18.8,Y,1,0,,0,0,0,0,1,1,,500,,500,0,1,Y,,Y,mild,99.1 (7:36); 98.9 (7:40); 97.4 (7:49),Bit Cara while removing from net. Got rabies follow-up shots (x2). Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,2,Easy 2 min extraction.,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/1/18,8,Pteropus rufus,AMB136,1345 Red R,N,,M,A,N,N,,,655,26.4,169,78.4,24.8,18.1,18.3,Y,1,0,,0,0,0,0,1,1,,500,,500,0,1,Y,,Y,heavy,98.4 (7:56); 97.6 (9:03); 97.4 (8:07); 97.3 (8:09); 97.2 (8:14),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture. Animal seems very old,Y,Y,0.03,0.5,13,Hard extraction. 13 min and very old and tough,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/1/18,8,Pteropus rufus,AMB137,1346 Red L,N,,F,J,Y,N,,,350,21.6,140.3,62.3,19.9,small,small,Y,1,0,,0,0,0,0,1,1,,350,,350,0,1,Y,,N,new,,Fed sugar water post-processing and again at dusk. Released in the evening following capture. Did not take tooth because pretty sure this is young of the year,N,,,,,,,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/2/18,9,Pteropus rufus,AMB138,1347 Red R,N,,M,A,N,N,,,785,29.8,169,79.9,24.2,19.6,22.4,Y,1,0,,0,0,0,0,1,1,,500,,500,0,1,Y,,Y,heavy,100.1 (6:45); 98.6 (6:55); 97 (7:59),Took tooth under anesthesia. Fed sugar water post-processing and again at dusk. Released in the evening following capture,Y,Y,0.03,0.5,1,Easy 1 min extraction,N,,,,,,,,,,,,,,,,
Ambakoana,"CB, CR, AR, AFA",3/2/18,9,Pteropus rufus,AMB139,1348 Red R,N,,M,A,N,N,,,670,25.2,164,80.4,22.4,16.4,20.1,Y,1,0,,0,0,0,0,1,1,,500,,500,0,1,Y,,N,mild,97.3 (6:58); 97.2 (7:08),Fed sugar water post-processing and again at dusk. Released in the evening following capture. Did not take tooth because animal was very tired. Took an hour to get him out of the net,N,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB134,1064 Gold,N,,F,NL,N,N,,,290,20.5,127.7,71.9,22.3,8.3,6.7,Y,1,8,,0,0,0,0,1,1,,200,,100,2,2,Y,,N,mild,94.8 (15:40),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB135,1063 Gold,N,,F,NL,N,N,,,320,22,133.9,63.8,23.01,4.7,1.5,Y,1,3,,0,17,0,1,1,1,,300,,200,2,2,Y,,Y,mild,98.1 (15:49); 96.7 (13:18); 97 (13:20); 97.4 (13:23); 97.3 (13:26),,Y,Y,0.025,0.4,,"5 min extraction, not so hard",,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB136,1062 Gold,N,,F,NL,N,N,,,290,21.5,127.7,71.3,22.3,3.9,2,Y,1,5,,0,8,0,0,1,1,,300,,200,2,2,Y,,N,mild,98.3 (16:09),"started anesthesia, then decided too weak. Fed sugar water and released",,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB137,1061 Gold,N,,F,NL,N,N,,,290,20.5,135.8,63.5,22.6,3.9,1.3,Y,1,3,,0,0,1,1,1,1,,300,,200,2,2,Y,,N,mild,98.7 (16:26),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB138,1060 Gold,N,,F,NL,N,N,,,295,21.5,126.8,62.5,23,9.3,7.3,Y,1,0,,0,1,0,1,1,1,,300,,200,2,2,Y,,N,mild,99.5 (16:43),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB139,1059 Gold,N,,F,NL,N,N,,,320,21,133.8,63.5,24.2,9,7.8,Y,1,3,,0,16,0,0,1,1,,300,,200,2,2,Y,,N,mild,100.07 (17:00),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB140,1058 Gold,N,,F,NL,N,N,,,310,21.5,126.6,63.2,22.8,8.8,5.4,Y,1,7,,0,3,0,0,1,1,,300,,200,2,2,Y,,N,heavy,97.3 (17:15),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB141,1057 Gold,N,,F,NL,N,N,,,300,22,128.9,64.6,23,4.5,2.2,Y,1,6,,0,0,0,1,1,1,,300,,200,2,2,Y,,N,mild,92.6 (17:36),,,,,,,,,,,,,,,,,,,,,,,,
AngavoBe,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,ANGB142,1056 Gold,N,,M,A,N,N,,,370,21.5,131.6,61.9,22.7,23,15.5,Y,1,8,,0,6,0,1,1,1,,300,,200,2,2,Y,,Y (4),heavy,cold (13:07); cold (13:09),Bat died under anesthesia. See necropsy notes but took teeth,Y,,,,,,Y,1,1,1,1,1,1,1,1,1,1,1,1,,4,"LLC, LRC, ULC, URC",
AngavoKely,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,KEL180,1055 Gold,N,,F,NL,N,N,,,270,21,128.3,62.5,22.3,3.5,0,Y,1,4,,6,8,0,0,1,1,,300,,200,2,2,Y,,N,mild,100.9 (19:36),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,KEL181,1054 Gold,N,,M,A,N,N,,,350,22.5,132.4,73.8,42.3,35.5,31.6,Y,1,2,,13,11,0,0,1,1,,300,,200,2,2,Y,,Y,mild,97 (11:37); 96.8 (11:39); 96.6 (11:47),,Y,Y,0.025,0.4,7,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,KEL182,1053 Gold,N,,F,NL,N,N,,,310,21,124.9,57.9,24.3,8.2,7.7,Y,1,1,,0,4,0,1,1,1,,300,,200,2,2,Y,,N,mild,101.3 (20:28),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,KEL183,1051 Gold,N,,F,NL,N,N,,,245,22,132.2,62.6,21.6,9.6,7.4,Y,1,1,,1,8,0,1,1,1,,300,,200,2,2,Y,,N,mild,98.8 (20:18),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/9/18,1,Eidolon dupreanum,KEL184,1050 Gold,N,,F,NL,N,N,,,295,21,129.25,63.4,30.6,8.9,7.5,Y,1,5,,9,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL185,1049 Gold,N,,F,NL,N,N,,,345,23,130.4,59.3,23.3,9,7.4,Y,1,0,,0,5,0,0,1,1,,300,,200,2,2,Y,,Y,mild,97.7 (7:46); 97.3 (12:40); 97 (12:43); 97 (12:49); 96.8 (12:51); 96.4 (12:55),,Y,Y,0.025,0.4,10,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL186,1048 Gold,N,,F,NL,N,N,,,265,20.5,131.1,59.7,23.9,7.2,5.9,Y,1,5,,1,6,0,1,1,1,,300,,200,1,2,Y,,Y,mild,97.9 (8:18); 97.1 (11:54); 97 (11:57); 96.2 (11:59),,Y,Y,0.025,0.4,2,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL187,1047 Gold,N,,F,NL,N,N,,,320,23,131.6,61.8,24.7,7.1,6.8,Y,1,3,,0,7,0,1,1,1,,300,,200,1,2,Y,,Y,mild,99.3 (8:43); 97.4 (12:22); 97.7 (12:24); 97 (12:29); 96.9 (12:32); 96.9 (12:34),,Y,Y,0.025,0.4,7,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL188,1046 Gold,N,,F,NL,N,N,,,330,22,128.1,61.2,24.4,8.8,5.9,Y,1,3,,12,0,0,0,1,1,,300,,200,1,2,Y,,Y,mild,98.3 (9:03); 97.5 (13:33); 98.2 (13:35); 97.6 (13:38); 97.3 (13:41),,Y,Y,0.025,0.4,3,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL189,244 Silver,Y,,F,NL,N,N,,,320,22,128.9,64.2,24.3,9.3,6.2,Y,1,3,,0,7,0,0,1,1,,300,,200,1,2,Y,,N,mild,97.5 (9:36),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL190,1045 Gold,N,,F,NL,N,N,,,310,21.5,129.6,59.5,24.6,8.9,6.5,Y,1,1,,2,2,0,0,1,1,,300,,200,1,2,Y,,N,mild,99.7 (9:48),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL191,1044 Gold,N,,F,NL,N,N,,,325,23,134,67.8,26.6,9.6,7.5,Y,1,1,,1,8,0,0,1,1,,300,,200,1,2,Y,,N,mild,98.3 (10:16),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL192,1043 gold,N,,F,NL,N,N,,,315,22,130.3,61,27.6,7.6,7.4,Y,1,4,,1,1,0,1,1,1,,300,,200,1,2,Y,,N, mild,97.9 (10:35),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL193,1042 Gold,N,,F,J,Y,N,,,300,22.5,127.2,64.4,25.4,2.3,1.7,Y,1,4,,1,2,0,1,1,1,,300,,200,1,2,Y,,N,new,96.0 (10:53),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL194,1041 Gold,N,,F,NL,N,N,,,345,21.5,129,62.2,26.2,8.8,6.7,Y,1,7,,0,2,0,1,1,1,,300,,200,1,2,Y,,N, mild,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL195,351 Gold R ,Y,,M,A,N,N,,,350,21,30.7,62.4,25.7,21.7,12.3,Y,1,17,,9,2,0,0,1,1,,300,,200,1,2,Y,,N, mild,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL196,1040 Gold,N,,F,NL,N,N,,,300,20.5,128.6,61.7,24,6.9,3.3,Y,1,1,,1,2,0,1,1,1,,300,,200,1,2,,,N, mild,97.2 (12:01),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL197,1039 Gold,N,,F,NL,N,N,,,310,21,134.5,66.4,26.8,3.4,2.2,Y,1,5,,4,8,0,1,1,1,,300,,250,1,2,Y,,N, mild,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL198,1038 Gold,N,,M,A,N,N,,,320,21,130.4,62.7,29.7,21.8,13.4,,1,1,,7,5,0,0,1,1,,300,,200,1,2,Y,,Y,mild,97.8 (14:12); 97.5 (11:15),,Y,Y,0.025,0.4,12,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL199,1037 Gold,N,,F,NL,N,N,,,270,21.5,127,58.5,241,6.8,6.4,Y,1,3,,2,4,0,0,1,1,,300,,200,1,2,Y,,N,mild,102.2 (14:54),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL200,1036 Gold,N,,F,NL,N,N,,,340,23,136.1,69.4,26.5,8.8,6.7,Y,1,11,,4,2,0,1,1,1,,300,,200,1,2,Y,,N,mild,102.3 (15:13),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL201,1035 Gold,N,,F,NL,N,N,,,340,22,128,59.8,23.5,8.1,6.7,Y,1,0,,0,3,0,0,1,1,,300,,200,1,2,Y,,N,mild,98.6 (15:27),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL202,1034 Gold,N,,F,NL,N,N,,,340,22.5,132.6,64.1,27.1,9.2,6,Y,1,2,,1,12,0,1,1,1,,300,,200,1,2,Y,,N,mild,98.1 (15:51),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL203,1033 Gold,N,,F,NL,N,N,,,320,21,130.5,66,both ripped,8.6,6.2,Y,1,3,,4,0,0,0,1,1,,300,,200,1,2,Y,,N,mild,102.4 (16:12),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL204,1032 Gold,N,,F,NL,N,N,,,310,21,126.7,60.5,23.5,3.7,1.7,Y,1,2,,1,8,0,1,1,1,,300,,200,1,2,Y,,N,mild,100.5 (16:30),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL205,1031 Gold,N,,F,NL,N,N,,,320,21.5,134,63.5,31.6,7.8,4.8,Y,1,13,,4,0,0,1,1,1,,300,,200,1,2,Y,,N,mild,100.4 (15:02),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL206,1030 Gold,N,,F,J,Y,N,,,300,21,130.1,60,27.3,7.3,4.4,Y,1,1,,7,5,0,1,1,1,,300,,200,1,2,Y,,N,new,100.8 (17:35),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"CR, AFA, AR",4/10/18,2,Eidolon dupreanum,KEL207,1029 Gold,N,,F,NL,N,N,,,270,20.5,130,59.8,25.6,3.9,1.6,Y,1,2,,9,6,0,0,1,1,,300,,200,1,2,Y,,N,mild,98.3 (17:49),,,,,,,,,,,,,,,,,,,,,,,,
